Batch_ID,Timestamp,Tool_ID,Recipe_ID,Temperature_C,Pressure_Torr,Gas_Flow_sccm,Process_Time_s,Film_Thickness_nm,Thickness_Target_nm,Defect_Count,Yield_pct,Pass_Fail
B0219,2026-01-08 01:24:00,CVD-03,RCP-A,320.03,7.881,96.76,60.65,98.26,100.0,1,97.22,Pass
B0220,2026-01-08 01:42:00,CVD-01,RCP-B,323.08,8.183,103.61,62.94,106.15,105.0,1,96.84,Pass
B0221,2026-01-08 02:00:00,CVD-02,RCP-A,321.05,7.914,100.97,59.89,100.43,100.0,1,98.32,Pass
B0222,2026-01-08 02:18:00,CVD-03,RCP-A,319.0,7.955,99.84,59.58,99.46,100.0,0,99.16,Pass
B0223,2026-01-08 02:36:00,CVD-01,RCP-A,321.07,8.008,96.4,59.28,98.86,100.0,1,96.67,Pass
B0224,2026-01-08 02:54:00,CVD-02,RCP-A,320.61,8.085,99.16,60.21,101.78,100.0,0,97.48,Pass
B0225,2026-01-08 03:12:00,CVD-03,RCP-B,324.36,8.329,106.12,61.01,104.56,105.0,2,96.82,Pass
B0226,2026-01-08 03:30:00,CVD-01,RCP-A,320.0,8.171,101.56,59.54,99.93,100.0,1,98.29,Pass
B0227,2026-01-08 03:48:00,CVD-02,RCP-A,320.3,8.184,100.02,59.45,100.25,100.0,2,97.83,Pass
B0228,2026-01-08 04:06:00,CVD-03,RCP-A,317.84,8.17,101.72,60.34,99.93,100.0,0,98.18,Pass
B0229,2026-01-08 04:24:00,CVD-01,RCP-A,322.16,7.975,100.5,59.32,101.45,100.0,4,96.01,Pass
B0230,2026-01-08 04:42:00,CVD-02,RCP-B,324.94,8.363,105.21,62.35,105.29,105.0,0,98.61,Pass
B0231,2026-01-08 05:00:00,CVD-03,RCP-A,320.21,7.845,99.73,59.63,100.2,100.0,3,98.16,Pass
B0232,2026-01-08 05:18:00,CVD-01,RCP-A,319.74,7.995,98.01,60.05,100.59,100.0,1,97.44,Pass
B0233,2026-01-08 05:36:00,CVD-02,RCP-A,319.46,8.139,101.01,60.03,101.32,100.0,0,96.91,Pass
B0234,2026-01-08 05:54:00,CVD-03,RCP-A,321.37,7.999,95.62,59.9,99.02,100.0,2,96.1,Pass
B0235,2026-01-08 06:12:00,CVD-01,RCP-B,325.36,8.208,105.56,63.77,104.6,105.0,0,97.22,Pass
B0236,2026-01-08 06:30:00,CVD-02,RCP-A,320.82,8.201,97.68,59.61,101.18,100.0,2,96.23,Pass
B0237,2026-01-08 06:48:00,CVD-03,RCP-A,322.14,8.082,100.51,59.1,100.59,100.0,1,97.75,Pass
B0238,2026-01-08 07:06:00,CVD-01,RCP-A,321.8,8.21,100.98,61.44,101.68,100.0,3,95.6,Pass
B0239,2026-01-08 07:24:00,CVD-02,RCP-A,320.79,7.956,98.17,59.54,100.17,100.0,0,97.94,Pass
B0240,2026-01-08 07:42:00,CVD-03,RCP-B,325.1,8.364,107.34,63.26,105.85,105.0,4,96.26,Pass
B0241,2026-01-08 08:00:00,CVD-01,RCP-A,318.96,7.986,90.53,59.84,99.15,100.0,1,96.4,Pass
B0242,2026-01-08 08:18:00,CVD-02,RCP-A,320.07,7.77,90.03,59.04,97.58,100.0,0,96.29,Pass
B0243,2026-01-08 08:36:00,CVD-03,RCP-A,322.82,8.001,110.23,60.14,102.95,100.0,0,95.77,Pass
B0244,2026-01-08 08:54:00,CVD-01,RCP-A,319.09,8.142,95.48,60.63,99.93,100.0,1,96.22,Pass
B0245,2026-01-08 09:12:00,CVD-02,RCP-B,324.12,8.339,92.85,64.39,105.0,105.0,5,93.04,Fail
B0246,2026-01-08 09:30:00,CVD-03,RCP-A,321.31,7.883,90.63,58.5,97.67,100.0,1,94.94,Fail
B0247,2026-01-08 09:48:00,CVD-01,RCP-A,319.89,8.16,110.28,60.89,101.88,100.0,3,95.08,Pass
B0248,2026-01-08 10:06:00,CVD-02,RCP-A,317.96,7.959,107.76,60.03,100.47,100.0,2,95.71,Pass
B0249,2026-01-08 10:24:00,CVD-03,RCP-A,321.92,8.13,108.16,60.92,101.68,100.0,1,95.28,Pass
B0250,2026-01-08 10:42:00,CVD-01,RCP-B,324.42,8.405,98.33,62.38,104.33,105.0,2,97.0,Pass
B0251,2026-01-08 11:00:00,CVD-02,RCP-A,320.3,8.099,106.87,60.21,102.75,100.0,1,96.25,Pass
B0252,2026-01-08 11:18:00,CVD-03,RCP-A,320.12,7.957,104.87,60.43,98.62,100.0,1,97.24,Pass
B0253,2026-01-08 11:36:00,CVD-01,RCP-A,319.97,7.87,90.78,60.31,98.69,100.0,2,96.28,Pass
B0254,2026-01-08 11:54:00,CVD-02,RCP-A,318.58,8.091,108.88,59.44,101.44,100.0,4,94.76,Fail
B0255,2026-01-08 12:12:00,CVD-03,RCP-B,325.63,8.394,95.02,60.37,102.76,105.0,1,95.32,Pass
B0256,2026-01-08 12:30:00,CVD-01,RCP-A,320.45,7.792,95.91,59.36,98.65,100.0,3,97.1,Pass
B0257,2026-01-08 12:48:00,CVD-02,RCP-A,321.03,8.087,108.09,59.38,100.77,100.0,4,94.52,Fail
B0258,2026-01-08 13:06:00,CVD-03,RCP-A,320.13,7.954,90.14,58.72,98.27,100.0,2,95.21,Pass
B0259,2026-01-08 13:24:00,CVD-01,RCP-A,320.19,8.06,107.47,59.33,99.42,100.0,0,97.97,Pass
B0260,2026-01-08 13:42:00,CVD-02,RCP-B,327.36,8.408,115.72,62.28,108.77,105.0,3,93.92,Fail
B0261,2026-01-08 14:00:00,CVD-03,RCP-A,320.77,7.945,90.1,58.95,99.4,100.0,1,96.63,Pass
B0262,2026-01-08 14:18:00,CVD-01,RCP-A,318.44,7.843,113.3,59.97,101.08,100.0,3,94.88,Fail
B0263,2026-01-08 14:36:00,CVD-02,RCP-A,319.53,8.007,111.16,59.73,100.97,100.0,1,96.37,Pass
B0264,2026-01-08 14:54:00,CVD-03,RCP-A,319.69,7.994,107.17,61.45,101.35,100.0,1,95.99,Pass
B0265,2026-01-08 15:12:00,CVD-01,RCP-B,325.76,8.449,113.44,62.95,108.34,105.0,0,96.13,Pass
B0266,2026-01-08 15:30:00,CVD-02,RCP-A,319.45,7.998,103.24,61.21,101.38,100.0,0,97.92,Pass
B0267,2026-01-08 15:48:00,CVD-03,RCP-A,320.13,7.907,97.44,59.9,99.79,100.0,0,98.7,Pass
B0268,2026-01-08 16:06:00,CVD-01,RCP-A,319.45,7.982,101.44,60.67,101.38,100.0,0,98.67,Pass
B0269,2026-01-08 16:24:00,CVD-02,RCP-A,320.61,8.066,100.47,59.94,100.98,100.0,1,97.14,Pass
B0270,2026-01-08 16:42:00,CVD-03,RCP-B,325.69,8.454,105.12,62.05,107.37,105.0,1,97.25,Pass
B0271,2026-01-08 17:00:00,CVD-01,RCP-A,319.36,8.111,105.24,61.13,101.11,100.0,5,94.27,Fail
B0272,2026-01-08 17:18:00,CVD-02,RCP-A,319.07,8.088,100.15,58.77,99.81,100.0,0,98.1,Pass
B0273,2026-01-08 17:36:00,CVD-03,RCP-A,322.8,7.898,98.01,61.39,101.5,100.0,1,96.4,Pass
B0274,2026-01-08 17:54:00,CVD-01,RCP-A,317.41,7.978,101.34,61.62,99.12,100.0,2,96.57,Pass
B0275,2026-01-08 18:12:00,CVD-02,RCP-B,324.29,8.257,101.2,62.47,105.54,105.0,2,96.82,Pass
B0276,2026-01-08 18:30:00,CVD-03,RCP-A,320.39,8.033,99.06,61.01,100.56,100.0,1,97.98,Pass
B0277,2026-01-08 18:48:00,CVD-01,RCP-A,320.48,8.09,101.84,61.93,102.45,100.0,4,95.42,Pass
B0278,2026-01-08 19:06:00,CVD-02,RCP-A,319.14,8.164,99.93,59.34,100.68,100.0,2,97.18,Pass
B0279,2026-01-08 19:24:00,CVD-03,RCP-A,321.96,8.133,103.16,59.82,101.16,100.0,1,96.23,Pass
B0280,2026-01-08 19:42:00,CVD-01,RCP-B,327.14,8.159,103.92,61.95,105.18,105.0,2,96.82,Pass
B0281,2026-01-08 20:00:00,CVD-02,RCP-A,318.12,8.045,101.29,59.84,100.19,100.0,1,97.08,Pass
B0282,2026-01-08 20:18:00,CVD-03,RCP-A,319.32,8.161,102.03,60.62,100.65,100.0,3,95.87,Pass
B0283,2026-01-08 20:36:00,CVD-01,RCP-A,320.25,7.951,99.25,58.98,99.41,100.0,3,96.57,Pass
B0284,2026-01-08 20:54:00,CVD-02,RCP-A,322.1,8.025,102.73,60.35,103.19,100.0,0,95.11,Pass
B0285,2026-01-08 21:12:00,CVD-03,RCP-B,323.16,8.436,103.21,61.69,103.6,105.0,1,96.9,Pass
B0286,2026-01-08 21:30:00,CVD-01,RCP-A,321.78,8.038,99.8,60.4,101.58,100.0,2,96.65,Pass
B0287,2026-01-08 21:48:00,CVD-02,RCP-A,321.66,8.08,97.77,59.32,100.02,100.0,1,97.44,Pass
B0288,2026-01-08 22:06:00,CVD-03,RCP-A,320.49,8.132,103.39,59.69,100.52,100.0,3,96.69,Pass
B0289,2026-01-08 22:24:00,CVD-01,RCP-A,321.84,8.17,98.17,59.52,100.09,100.0,3,96.67,Pass
B0290,2026-01-08 22:42:00,CVD-02,RCP-B,324.8,8.335,103.42,61.62,104.61,105.0,1,97.44,Pass
B0291,2026-01-08 23:00:00,CVD-03,RCP-A,317.1,7.905,98.83,60.47,99.16,100.0,3,95.38,Pass
B0292,2026-01-08 23:18:00,CVD-01,RCP-A,321.0,8.189,101.84,59.68,99.94,100.0,0,98.16,Pass
B0293,2026-01-08 23:36:00,CVD-02,RCP-A,321.77,7.993,100.75,61.04,101.22,100.0,0,97.91,Pass
B0294,2026-01-08 23:54:00,CVD-03,RCP-A,321.44,8.077,99.44,60.85,100.83,100.0,3,96.48,Pass
B0295,2026-01-09 00:12:00,CVD-01,RCP-B,324.42,8.351,105.33,62.36,104.24,105.0,0,98.13,Pass
B0296,2026-01-09 00:30:00,CVD-02,RCP-A,318.82,8.0,101.76,60.53,100.3,100.0,1,97.9,Pass
B0297,2026-01-09 00:48:00,CVD-03,RCP-A,319.75,7.997,99.95,58.52,98.07,100.0,1,97.38,Pass
B0298,2026-01-09 01:06:00,CVD-01,RCP-A,320.4,8.225,98.47,58.76,98.86,100.0,1,96.55,Pass
B0299,2026-01-09 01:24:00,CVD-02,RCP-A,319.44,7.978,98.97,59.45,100.74,100.0,1,97.19,Pass
B0300,2026-01-09 01:42:00,CVD-03,RCP-B,324.64,8.357,105.08,60.52,103.59,105.0,0,97.22,Pass
B0301,2026-01-09 02:00:00,CVD-01,RCP-A,321.56,8.142,100.69,59.91,101.17,100.0,1,96.64,Pass
B0302,2026-01-09 02:18:00,CVD-02,RCP-A,321.39,7.785,98.5,59.56,99.49,100.0,3,96.43,Pass
B0303,2026-01-09 02:36:00,CVD-03,RCP-A,318.1,7.981,102.11,60.62,100.66,100.0,1,97.74,Pass
B0304,2026-01-09 02:54:00,CVD-01,RCP-A,317.6,7.825,101.76,60.23,97.79,100.0,2,95.59,Pass
B0305,2026-01-09 03:12:00,CVD-02,RCP-B,324.83,8.416,105.8,62.96,106.34,105.0,2,97.5,Pass
B0306,2026-01-09 03:30:00,CVD-03,RCP-A,320.18,8.025,97.79,60.41,98.87,100.0,0,98.34,Pass
B0307,2026-01-09 03:48:00,CVD-01,RCP-A,318.52,8.071,97.42,58.87,99.59,100.0,0,97.9,Pass
B0308,2026-01-09 04:06:00,CVD-02,RCP-A,319.79,8.278,99.89,59.5,100.73,100.0,2,97.16,Pass
B0309,2026-01-09 04:24:00,CVD-03,RCP-A,318.55,8.129,100.06,59.19,100.04,100.0,1,97.66,Pass
B0310,2026-01-09 04:42:00,CVD-01,RCP-B,326.98,8.548,104.35,60.83,106.97,105.0,2,96.37,Pass
B0311,2026-01-09 05:00:00,CVD-02,RCP-A,320.22,7.843,102.17,59.79,100.13,100.0,2,97.46,Pass
B0312,2026-01-09 05:18:00,CVD-03,RCP-A,318.73,8.05,102.0,60.27,99.74,100.0,1,97.55,Pass
B0313,2026-01-09 05:36:00,CVD-01,RCP-A,321.74,8.026,98.82,60.53,102.42,100.0,1,96.16,Pass
B0314,2026-01-09 05:54:00,CVD-02,RCP-A,318.58,8.046,100.85,58.31,99.86,100.0,0,97.7,Pass
B0315,2026-01-09 06:12:00,CVD-03,RCP-B,324.44,8.447,103.92,61.9,105.95,105.0,0,98.13,Pass
B0316,2026-01-09 06:30:00,CVD-01,RCP-A,319.89,7.924,100.38,59.1,100.83,100.0,0,98.27,Pass
B0317,2026-01-09 06:48:00,CVD-02,RCP-A,319.37,8.188,100.12,58.62,100.07,100.0,2,97.17,Pass
B0318,2026-01-09 07:06:00,CVD-03,RCP-A,321.77,8.022,101.61,59.87,100.42,100.0,0,97.43,Pass
B0319,2026-01-09 07:24:00,CVD-01,RCP-A,318.44,7.99,100.9,59.92,99.28,100.0,1,97.49,Pass
B0320,2026-01-09 07:42:00,CVD-02,RCP-B,323.01,8.251,102.78,61.72,103.85,105.0,3,97.11,Pass
B0321,2026-01-09 08:00:00,CVD-02,RCP-A,321.68,7.854,98.56,59.86,101.17,100.0,1,95.03,Pass
B0322,2026-01-09 08:18:00,CVD-02,RCP-A,323.49,7.907,99.21,60.8,101.44,100.0,0,94.57,Fail
B0323,2026-01-09 08:36:00,CVD-02,RCP-A,322.4,8.22,98.57,61.59,102.63,100.0,2,93.43,Fail
B0324,2026-01-09 08:54:00,CVD-02,RCP-A,322.98,8.055,98.17,61.58,103.16,100.0,3,92.49,Fail
B0325,2026-01-09 09:12:00,CVD-02,RCP-B,327.59,8.43,102.83,63.19,107.89,105.0,1,93.36,Fail
B0326,2026-01-09 09:30:00,CVD-02,RCP-A,321.19,7.942,101.01,61.54,102.44,100.0,3,94.24,Fail
B0327,2026-01-09 09:48:00,CVD-02,RCP-A,323.25,8.0,100.43,61.84,103.15,100.0,1,93.88,Fail
B0328,2026-01-09 10:06:00,CVD-02,RCP-A,322.39,8.047,97.53,60.27,99.82,100.0,1,94.78,Fail
B0329,2026-01-09 10:24:00,CVD-02,RCP-A,321.86,7.84,95.47,60.76,100.41,100.0,3,93.64,Fail
B0330,2026-01-09 10:42:00,CVD-02,RCP-B,325.94,8.316,102.23,63.35,105.88,105.0,1,95.0,Fail
B0331,2026-01-09 11:00:00,CVD-02,RCP-A,319.34,7.827,98.92,61.02,101.64,100.0,1,95.96,Pass
B0332,2026-01-09 11:18:00,CVD-02,RCP-A,322.69,8.0,101.42,61.95,103.75,100.0,3,93.25,Fail
B0333,2026-01-09 11:36:00,CVD-02,RCP-A,323.78,7.795,95.45,61.28,100.87,100.0,1,93.77,Fail
B0334,2026-01-09 11:54:00,CVD-02,RCP-A,322.27,7.909,99.41,61.72,102.47,100.0,2,94.36,Fail
B0335,2026-01-09 12:12:00,CVD-02,RCP-B,325.24,8.461,106.72,61.84,106.45,105.0,1,95.5,Pass
B0336,2026-01-09 12:30:00,CVD-02,RCP-A,321.63,7.897,98.02,61.09,102.26,100.0,2,94.22,Fail
B0337,2026-01-09 12:48:00,CVD-02,RCP-A,320.99,7.972,97.55,61.41,100.9,100.0,3,94.08,Fail
B0338,2026-01-09 13:06:00,CVD-02,RCP-A,320.29,8.157,98.85,61.79,103.04,100.0,0,94.98,Fail
B0339,2026-01-09 13:24:00,CVD-02,RCP-A,322.59,7.94,100.17,61.41,102.62,100.0,0,94.29,Fail
B0340,2026-01-09 13:42:00,CVD-02,RCP-B,327.48,8.324,104.55,63.58,107.78,105.0,2,93.72,Fail
B0341,2026-01-09 14:00:00,CVD-02,RCP-A,320.99,8.17,101.32,59.41,102.78,100.0,1,96.62,Pass
B0342,2026-01-09 14:18:00,CVD-03,RCP-A,321.51,8.047,100.71,61.27,99.79,100.0,0,97.56,Pass
B0343,2026-01-09 14:36:00,CVD-01,RCP-A,322.0,7.951,100.79,60.48,101.68,100.0,0,97.26,Pass
B0344,2026-01-09 14:54:00,CVD-02,RCP-A,319.83,7.909,99.44,58.54,99.68,100.0,1,97.26,Pass
B0345,2026-01-09 15:12:00,CVD-03,RCP-B,324.53,8.392,102.18,62.43,102.87,105.0,0,98.11,Pass
B0346,2026-01-09 15:30:00,CVD-01,RCP-A,317.87,7.949,99.83,59.48,98.61,100.0,0,97.66,Pass
B0347,2026-01-09 15:48:00,CVD-02,RCP-A,320.93,7.77,102.08,61.14,100.08,100.0,2,96.74,Pass
B0348,2026-01-09 16:06:00,CVD-03,RCP-A,320.5,8.236,98.82,59.74,98.65,100.0,0,97.95,Pass
B0349,2026-01-09 16:24:00,CVD-01,RCP-A,320.85,8.058,99.89,60.4,101.31,100.0,1,97.58,Pass
B0350,2026-01-09 16:42:00,CVD-02,RCP-B,326.55,8.28,105.42,61.69,106.44,105.0,1,97.03,Pass
B0351,2026-01-09 17:00:00,CVD-03,RCP-A,320.71,8.199,103.75,59.52,99.84,100.0,0,97.27,Pass
B0352,2026-01-09 17:18:00,CVD-01,RCP-A,320.76,8.04,101.26,59.82,101.8,100.0,2,96.64,Pass
B0353,2026-01-09 17:36:00,CVD-02,RCP-A,318.71,7.914,96.9,59.43,99.25,100.0,1,96.99,Pass
B0354,2026-01-09 17:54:00,CVD-03,RCP-A,320.26,7.875,97.03,61.05,99.51,100.0,1,97.36,Pass
B0355,2026-01-09 18:12:00,CVD-01,RCP-B,324.15,8.416,104.36,61.37,105.75,105.0,3,97.86,Pass
B0356,2026-01-09 18:30:00,CVD-02,RCP-A,320.12,8.094,101.72,59.64,101.38,100.0,1,98.03,Pass
B0357,2026-01-09 18:48:00,CVD-03,RCP-A,320.29,8.06,101.75,60.72,100.45,100.0,2,97.71,Pass
B0358,2026-01-09 19:06:00,CVD-01,RCP-A,318.86,8.038,102.52,61.39,101.13,100.0,0,96.82,Pass
B0359,2026-01-09 19:24:00,CVD-02,RCP-A,317.93,8.015,98.37,59.74,100.42,100.0,0,97.74,Pass
B0360,2026-01-09 19:42:00,CVD-03,RCP-B,326.9,8.379,104.13,62.42,105.3,105.0,1,97.04,Pass
B0361,2026-01-09 20:00:00,CVD-01,RCP-A,321.18,7.998,100.76,58.9,101.45,100.0,3,96.36,Pass
B0362,2026-01-09 20:18:00,CVD-02,RCP-A,320.69,8.286,98.93,59.77,101.35,100.0,0,97.1,Pass
B0363,2026-01-09 20:36:00,CVD-03,RCP-A,321.1,8.229,97.64,60.66,100.83,100.0,1,97.2,Pass
B0364,2026-01-09 20:54:00,CVD-01,RCP-A,321.33,7.96,98.18,60.35,98.51,100.0,3,96.82,Pass
B0365,2026-01-09 21:12:00,CVD-02,RCP-B,325.28,8.288,102.97,60.8,105.92,105.0,2,97.03,Pass
B0366,2026-01-09 21:30:00,CVD-03,RCP-A,322.03,7.963,95.75,60.17,100.84,100.0,2,96.07,Pass
B0367,2026-01-09 21:48:00,CVD-01,RCP-A,322.36,7.967,102.83,61.04,101.48,100.0,5,93.53,Fail
B0368,2026-01-09 22:06:00,CVD-02,RCP-A,319.09,8.074,97.13,59.87,100.7,100.0,2,96.77,Pass
B0369,2026-01-09 22:24:00,CVD-03,RCP-A,321.18,7.995,98.79,60.0,99.11,100.0,0,98.55,Pass
B0370,2026-01-09 22:42:00,CVD-01,RCP-B,326.75,8.261,104.7,62.53,106.73,105.0,0,96.93,Pass
B0371,2026-01-09 23:00:00,CVD-02,RCP-A,319.18,8.058,100.07,60.33,101.01,100.0,0,97.71,Pass
B0372,2026-01-09 23:18:00,CVD-03,RCP-A,322.58,7.959,98.94,60.25,102.03,100.0,0,97.57,Pass
B0373,2026-01-09 23:36:00,CVD-01,RCP-A,323.0,7.879,100.6,60.1,101.33,100.0,2,96.93,Pass
B0374,2026-01-09 23:54:00,CVD-02,RCP-A,320.27,8.199,101.75,60.05,103.12,100.0,1,96.61,Pass
B0375,2026-01-10 00:12:00,CVD-03,RCP-B,323.85,8.625,102.89,62.62,105.29,105.0,0,97.29,Pass
B0376,2026-01-10 00:30:00,CVD-01,RCP-A,321.27,8.155,97.91,59.78,100.25,100.0,2,96.84,Pass
B0377,2026-01-10 00:48:00,CVD-02,RCP-A,320.47,7.948,102.2,60.96,102.04,100.0,2,96.85,Pass
B0378,2026-01-10 01:06:00,CVD-03,RCP-A,320.43,7.847,99.01,60.85,98.26,100.0,2,96.24,Pass
B0379,2026-01-10 01:24:00,CVD-01,RCP-A,318.72,8.26,99.4,58.85,98.5,100.0,1,96.4,Pass
B0380,2026-01-10 01:42:00,CVD-02,RCP-B,322.29,8.496,104.55,61.9,104.23,105.0,0,97.1,Pass
B0381,2026-01-10 02:00:00,CVD-03,RCP-A,319.58,8.055,99.24,60.98,100.48,100.0,0,98.62,Pass
B0382,2026-01-10 02:18:00,CVD-01,RCP-A,320.32,8.079,100.06,60.24,101.59,100.0,0,98.02,Pass
B0383,2026-01-10 02:36:00,CVD-02,RCP-A,318.25,8.007,98.29,59.06,99.45,100.0,5,95.09,Pass
B0384,2026-01-10 02:54:00,CVD-03,RCP-A,319.47,8.272,99.88,59.93,99.79,100.0,0,98.81,Pass
B0385,2026-01-10 03:12:00,CVD-01,RCP-B,327.29,8.415,105.63,61.36,104.12,105.0,1,96.23,Pass
B0386,2026-01-10 03:30:00,CVD-02,RCP-A,320.21,7.973,98.55,59.52,99.96,100.0,0,98.62,Pass
B0387,2026-01-10 03:48:00,CVD-03,RCP-A,319.07,8.205,100.63,61.49,102.06,100.0,2,96.31,Pass
B0388,2026-01-10 04:06:00,CVD-01,RCP-A,319.33,8.008,99.11,60.18,100.0,100.0,0,98.27,Pass
B0389,2026-01-10 04:24:00,CVD-02,RCP-A,321.06,7.879,99.89,59.74,101.07,100.0,2,97.37,Pass
B0390,2026-01-10 04:42:00,CVD-03,RCP-B,324.31,8.464,101.1,62.03,104.47,105.0,3,96.66,Pass
B0391,2026-01-10 05:00:00,CVD-01,RCP-A,320.53,8.051,102.76,59.44,100.76,100.0,2,97.0,Pass
B0392,2026-01-10 05:18:00,CVD-02,RCP-A,318.89,8.026,101.21,60.47,100.59,100.0,0,97.83,Pass
B0393,2026-01-10 05:36:00,CVD-03,RCP-A,320.29,7.922,99.28,59.51,99.22,100.0,0,98.36,Pass
B0394,2026-01-10 05:54:00,CVD-01,RCP-A,320.53,7.968,94.85,60.25,99.1,100.0,2,96.88,Pass
B0395,2026-01-10 06:12:00,CVD-02,RCP-B,325.77,8.416,103.77,61.23,105.04,105.0,1,97.99,Pass
B0396,2026-01-10 06:30:00,CVD-03,RCP-A,316.97,7.936,100.21,58.97,97.74,100.0,1,96.12,Pass
B0397,2026-01-10 06:48:00,CVD-01,RCP-A,317.11,7.915,98.3,60.67,98.73,100.0,0,95.94,Pass
B0398,2026-01-10 07:06:00,CVD-02,RCP-A,319.28,7.605,100.04,60.24,99.46,100.0,1,96.76,Pass
B0399,2026-01-10 07:24:00,CVD-03,RCP-A,319.27,8.084,98.58,59.47,99.45,100.0,1,97.34,Pass
B0400,2026-01-10 07:42:00,CVD-01,RCP-B,322.09,8.101,104.37,61.23,103.52,105.0,1,95.76,Pass
B0401,2026-01-10 08:00:00,CVD-02,RCP-A,318.86,7.989,100.34,59.46,100.77,100.0,2,96.96,Pass
B0402,2026-01-10 08:18:00,CVD-03,RCP-A,320.66,8.031,98.95,60.07,100.08,100.0,0,98.37,Pass
B0403,2026-01-10 08:36:00,CVD-01,RCP-A,321.78,8.229,101.58,59.46,102.28,100.0,1,96.81,Pass
B0404,2026-01-10 08:54:00,CVD-02,RCP-A,320.42,8.007,102.04,60.46,102.01,100.0,1,97.2,Pass
B0405,2026-01-10 09:12:00,CVD-03,RCP-B,321.89,8.354,104.59,61.74,102.84,105.0,2,96.09,Pass
B0406,2026-01-10 09:30:00,CVD-01,RCP-A,319.36,7.92,100.93,60.0,99.98,100.0,0,98.59,Pass
B0407,2026-01-10 09:48:00,CVD-02,RCP-A,320.62,7.868,99.6,60.29,102.03,100.0,0,97.44,Pass
B0408,2026-01-10 10:06:00,CVD-03,RCP-A,320.12,8.137,99.9,59.94,99.51,100.0,1,98.2,Pass
B0409,2026-01-10 10:24:00,CVD-01,RCP-A,319.37,8.082,100.13,60.44,100.81,100.0,1,98.2,Pass
B0410,2026-01-10 10:42:00,CVD-02,RCP-B,326.29,8.369,105.47,62.79,105.53,105.0,0,97.65,Pass
B0411,2026-01-10 11:00:00,CVD-03,RCP-A,319.89,7.832,99.4,59.89,98.74,100.0,0,98.45,Pass
B0412,2026-01-10 11:18:00,CVD-01,RCP-A,319.66,7.975,102.17,60.1,101.21,100.0,2,97.08,Pass
B0413,2026-01-10 11:36:00,CVD-02,RCP-A,321.2,8.088,100.84,59.24,100.26,100.0,0,98.68,Pass
B0414,2026-01-10 11:54:00,CVD-03,RCP-A,319.56,8.013,100.6,60.56,100.34,100.0,0,97.37,Pass
B0415,2026-01-10 12:12:00,CVD-01,RCP-B,324.72,8.66,101.85,62.89,106.14,105.0,2,96.82,Pass
B0416,2026-01-10 12:30:00,CVD-02,RCP-A,318.99,7.808,95.43,59.93,99.91,100.0,3,96.06,Pass
B0417,2026-01-10 12:48:00,CVD-03,RCP-A,321.24,7.919,99.46,60.05,99.45,100.0,0,97.73,Pass
B0418,2026-01-10 13:06:00,CVD-01,RCP-A,324.01,7.947,99.29,59.95,101.07,100.0,0,96.75,Pass
B0419,2026-01-10 13:24:00,CVD-02,RCP-A,320.19,8.095,99.68,59.1,102.54,100.0,0,98.53,Pass
B0420,2026-01-10 13:42:00,CVD-03,RCP-B,326.5,8.291,104.91,61.52,104.27,105.0,0,97.62,Pass
B0421,2026-01-10 14:00:00,CVD-01,RCP-A,325.35,8.693,103.43,59.49,103.35,100.0,2,89.55,Fail
B0422,2026-01-10 14:18:00,CVD-02,RCP-A,324.18,8.91,108.86,60.17,106.55,100.0,0,88.26,Fail
B0423,2026-01-10 14:36:00,CVD-03,RCP-A,322.1,8.649,102.01,59.41,100.72,100.0,4,91.86,Fail
B0424,2026-01-10 14:54:00,CVD-01,RCP-A,325.63,8.62,106.3,60.18,103.62,100.0,1,89.16,Fail
B0425,2026-01-10 15:12:00,CVD-02,RCP-B,329.62,9.08,109.57,63.32,109.0,105.0,6,89.4,Fail
B0426,2026-01-10 15:30:00,CVD-03,RCP-A,322.48,8.266,104.61,59.73,101.2,100.0,3,91.47,Fail
B0427,2026-01-10 15:48:00,CVD-01,RCP-A,325.77,8.745,102.73,60.68,105.24,100.0,5,88.54,Fail
B0428,2026-01-10 16:06:00,CVD-02,RCP-A,324.82,8.212,105.81,58.97,103.4,100.0,5,88.69,Fail
B0429,2026-01-10 16:24:00,CVD-03,RCP-A,324.68,8.843,104.6,60.03,103.23,100.0,5,88.21,Fail
B0430,2026-01-10 16:42:00,CVD-01,RCP-B,329.17,8.777,108.43,61.87,108.27,105.0,2,90.82,Fail
B0431,2026-01-10 17:00:00,CVD-02,RCP-A,323.21,8.64,102.73,59.23,102.1,100.0,4,91.19,Fail
B0432,2026-01-10 17:18:00,CVD-03,RCP-A,322.97,8.607,106.09,60.07,102.67,100.0,5,89.6,Fail
B0433,2026-01-10 17:36:00,CVD-01,RCP-A,324.76,8.57,107.55,60.91,104.93,100.0,7,86.97,Fail
B0434,2026-01-10 17:54:00,CVD-02,RCP-A,322.17,8.707,106.05,62.41,102.95,100.0,0,91.53,Fail
B0435,2026-01-10 18:12:00,CVD-03,RCP-B,328.96,9.139,109.65,62.89,109.18,105.0,2,90.15,Fail
B0436,2026-01-10 18:30:00,CVD-01,RCP-A,325.05,8.581,104.86,59.33,103.1,100.0,4,88.67,Fail
B0437,2026-01-10 18:48:00,CVD-02,RCP-A,323.79,8.853,106.93,58.68,103.19,100.0,1,90.69,Fail
B0438,2026-01-10 19:06:00,CVD-03,RCP-A,327.62,8.397,106.91,59.55,104.39,100.0,5,87.96,Fail
